t,PR1,T1,R1,PR3,T3,R3,PR2,T2,R2,PR4,T4,R4,P,E2,E1,E3,E4
1473681600,2505.1,24.107,5.18,2313.28,24.455,3.484,2398.28,-31.622,1.42,2426.88,24.303,17.288,21.156,7601.01,7978.84,7777.18,7847.94
1473638400,2504.88,24.116,5.163,2313.03,24.464,3.466,2401.48,-31.601,1.663,2429.31,24.233,17.571,21.262,7599.72,7978.19,7776.59,7846.93
1473595200,2505.38,24.124,5.202,2313.45,24.475,3.497,2396.3,-31.544,1.269,2424.19,24.451,16.975,21.122,7599.62,7978.63,7777.04,7848.01
1473552000,2504.9,24.134,5.165,2312.95,24.488,3.46,2401.15,-31.458,1.638,2426.55,24.351,17.25,21.23,7598.77,7977.97,7776.64,7846.98
1473508800,2504.99,24.144,5.172,2312.99,24.501,3.463,2397.29,-31.383,1.344,2422.01,24.547,16.721,21.061,7599,7978.05,7776.98,7847.7
1473465600,2504.41,24.158,5.127,2312.39,24.517,3.42,2400.58,-31.182,1.594,2432.11,24.101,17.896,21.23,7597.38,7977.9,7776.51,7846.03
1473422400,2504.24,24.173,5.114,2312.22,24.536,3.407,2399.05,-31.111,1.478,2427.12,24.333,17.316,21.153,7596.9,7977.45,7776.59,7845.99
1473379200,2503.81,24.192,5.081,2311.7,24.555,3.37,2404.22,25.384,1.9,2427.25,24.318,17.331,21.208,7596.09,7976.8,7776.09,7845.45
1473336000,2503.94,24.238,5.092,2311.84,24.576,3.38,2398.11,25.602,1.434,2423.96,24.48,16.949,21.023,7595.74,7977.25,7776.56,7845.95
1473292800,2503.2,24.253,5.035,2311.15,24.595,3.33,2404.45,25.4,1.918,2431.78,24.124,17.858,21.183,7593.86,7976.8,7776.08,7844.4
1473249600,2503.55,24.261,5.062,2311.55,24.61,3.359,2399.26,25.597,1.521,2429.05,24.253,17.541,21.03,7593.33,7977.05,7776.49,7844.86
1473206400,2503.52,24.28,5.06,2311.51,24.623,3.356,2401.52,25.551,1.693,2433.02,24.036,18.002,21.192,7591.96,7976.52,7776.07,7843.6
1473163200,2504.27,24.285,5.119,2312.16,24.633,3.404,2395.24,25.787,1.214,2422.54,24.459,16.782,20.963,7592.12,7975.87,7775.87,7843.81
1473120000,2504.11,24.293,5.107,2311.85,24.649,3.381,2395.79,25.774,1.256,2419.47,24.581,16.425,20.937,7591.91,7974.88,7775.57,7843.22
1473076800,2503.81,24.32,5.084,2311.43,24.671,3.351,2392.64,25.87,1.015,2420.41,24.553,16.534,20.837,7591.57,7974.62,7775.5,7842.82
1473033600,2502.77,24.342,5.003,2310.27,24.701,3.267,2398.93,25.656,1.496,2421.73,24.503,16.688,20.88,7590.36,7973.14,7774.67,7841.44
1472990400,2501.95,24.374,4.94,2309.39,24.739,3.203,2397.17,25.705,1.361,2420.41,24.572,16.535,20.722,7589.76,7972.83,7775.1,7841.56
1472947200,2500.61,24.414,4.836,2308.05,24.782,3.105,2406.45,25.402,2.07,2424.25,24.401,16.981,20.867,7586.98,7971.28,7773.96,7839.6
1472904000,2500.3,24.454,4.813,2307.77,24.826,3.085,2405.01,25.483,1.959,2423.79,24.433,16.928,20.843,7585.25,7971.1,7774.06,7839.38
1472860800,2499.87,24.489,4.78,2307.39,24.871,3.058,2405.76,25.495,2.016,2423.93,24.437,16.944,20.88,7582.97,7970.48,7773.5,7838.67
1472817600,2499.71,24.364,4.765,2307.26,24.917,3.049,2401.49,25.677,1.69,2420.74,24.597,16.574,20.76,7581.25,7970.52,7773.87,7839.11
1472774400,2498.83,23.967,4.688,2306.5,24.963,2.994,2406.05,25.554,2.038,2426.14,24.373,17.202,20.914,7578.57,7969.88,7773.02,7837.62
1472731200,2499.26,23.974,4.722,2306.91,25.003,3.024,2401.59,25.764,1.697,2416.08,24.788,16.031,20.708,7577.45,7969.46,7773.3,7838.23
1472688000,2498.93,24.001,4.697,2306.58,25.047,3.001,2398.11,25.913,1.431,2419.18,24.653,16.392,20.734,7575.51,7969.56,7773.34,7837.43
1472644800,2498.62,24.041,4.673,2306.2,25.097,2.973,2394.31,26.074,1.14,2412.82,24.95,15.652,20.453,7573.88,7969.26,7774.01,7838.22
1472601600,2497.03,24.091,4.55,2304.79,25.149,2.871,2401.23,25.86,1.668,2425.98,24.366,17.183,20.611,7569.9,7968.65,7773.73,7836.17
1472558400,2496.86,24.133,4.538,2304.71,25.199,2.866,2399.14,25.985,1.508,2418.93,24.629,16.362,20.443,7567.1,7967.37,7773.78,7835.73
1472515200,2496.44,24.19,4.506,2304.58,25.248,2.857,2398.35,25.89,1.449,2415.23,24.741,15.931,20.475,7563.53,7966.22,7773.11,7834.18
1472472000,2496.4,24.239,4.504,2304.72,25.296,2.867,2393.43,26.14,1.073,2413.05,24.826,15.677,20.383,7560.3,7965.98,7773.15,7833.82
1472428800,2495.93,24.288,4.469,2304.48,25.339,2.85,2395.68,26.106,1.244,2411.33,24.904,15.477,20.371,7556.7,7965.15,7772.91,7833.01
1472385600,2496.27,24.328,4.496,2305.13,25.375,2.898,2390.54,26.51,0.849,2410.39,24.943,15.368,20.239,7554.02,7965.54,7773.47,7833.3
1472342400,2496.85,24.355,4.542,2305.91,25.4,2.955,2388.7,26.635,0.708,2406.54,25.12,14.92,20.226,7550.96,7965.04,7773.08,7832.31
1472299200,2498.15,24.372,4.643,2307.34,25.42,3.06,2374.11,-25.434,-0.417,2405.74,25.122,14.827,20.061,7549.08,7966,7773.92,7832.71
1472256000,2498.09,24.387,4.639,2307.46,25.432,3.069,2377.35,-29.427,-0.171,2403.41,25.228,14.555,20.028,7547.11,7965.35,7773.73,7832.22
1472212800,2499,24.386,4.71,2308.61,25.439,3.153,2368.5,-29.83,-0.844,2409.39,24.959,15.251,20.069,7545.21,7966.22,7774.12,7831.89
1472169600,2499.96,24.377,4.785,2309.65,25.431,3.229,2370.25,4.195,-0.47,2397.59,25.463,13.878,20.058,7544.42,7965.27,7773.39,7831.59
1472126400,2501.55,24.351,4.908,2311.22,25.421,3.343,2357.41,-20.976,-1.686,2403.23,25.246,14.535,20.188,7544.48,7967,7773.63,7831.98
1472083200,2502.53,24.344,4.984,2312.02,25.41,3.401,2355.77,28.021,-1.808,2376.38,26.278,11.409,19.924,7548.31,7966.91,7774.45,7835.19
1472040000,2502.3,24.336,4.966,2311.76,25.406,3.382,2353.29,28.07,-1.997,2382.87,26.028,12.164,19.78,7548.61,7968.06,7775.19,7835.83
1471996800,2501.85,24.327,4.931,2311.32,25.401,3.35,2361.36,27.798,-1.381,2381.67,26.068,12.025,19.754,7548.67,7967.11,7774.81,7835.61
1471953600,2501.94,24.317,4.938,2311.45,25.394,3.36,2357.48,27.918,-1.677,2385.83,25.909,12.509,19.625,7549.42,7967.9,7775.53,7835.93
1471910400,2501.82,24.301,4.928,2311.34,25.386,3.352,2358.39,27.9,-1.608,2388.89,25.796,12.865,19.586,7550.51,7967.48,7775.37,7835.14
1471867200,2501.99,24.288,4.941,2311.45,25.38,3.36,2352.02,28.096,-2.094,2390.33,25.738,13.033,19.453,7551.04,7967.59,7775.66,7835.01
1471824000,2501.22,24.284,4.881,2310.67,25.383,3.303,2356.82,27.911,-1.727,2394.3,25.625,13.496,19.462,7551.03,7967.02,7775.38,7833.89
1471780800,2500.7,24.282,4.84,2310.23,25.385,3.271,2361.01,27.744,-1.407,2397.52,25.474,13.87,19.337,7551.75,7967.49,7775.68,7834.15
1471737600,2500.88,24.273,4.854,2310.36,25.385,3.28,2363.94,27.675,-1.184,2400.28,25.367,14.191,19.344,7551.18,7967.31,7775.55,7833.28
1471694400,2501.33,24.269,4.889,2310.78,25.387,3.311,2357.74,27.878,-1.657,2399.4,25.407,14.089,19.189,7551.03,7967.9,7776.08,7833.86
1471651200,2500.7,24.267,4.84,2310.19,25.391,3.268,2364.43,27.657,-1.146,2409.16,24.999,15.225,19.277,7550.31,7967.59,7775.65,7832.49
1471608000,2501.28,24.263,4.885,2310.77,25.397,3.31,2361.99,27.754,-1.333,2394.1,25.564,13.471,19.156,7551.08,7967,7775.33,7832.74
1471564800,2501.48,24.262,4.901,2310.94,25.407,3.323,2361.56,27.785,-1.366,2382.53,26.027,12.125,18.989,7551.52,7966.88,7775.54,7833.98
1471521600,2500.83,24.243,4.85,2310.37,25.417,3.281,2367.02,27.597,-0.949,2388.88,25.769,12.864,18.816,7550.75,7967.52,7776.34,7834.56
1471478400,2501.12,24.301,4.874,2310.62,25.43,3.299,2365.04,-31.444,-1.107,2384.91,25.945,12.402,18.7,7549.13,7966.78,7776.25,7834.45
1471435200,2500.51,24.32,4.826,2310.25,25.443,3.273,2365.1,-31.422,-1.102,2389.64,25.752,12.952,18.522,7548.43,7967.9,7776.89,7834.85
1471392000,2500.14,24.335,4.798,2310.15,25.454,3.265,2369.58,-31.44,-0.762,2388.33,25.817,12.8,18.369,7547.13,7967.41,7776.76,7834.75
1471348800,2500.67,24.342,4.839,2310.98,25.456,3.326,2366.05,-31.295,-1.03,2392.36,25.656,13.269,18.164,7546.06,7968.54,7777.43,7835.25
1471305600,2501.79,24.337,4.927,2312.39,25.445,3.429,2363.64,-31.132,-1.213,2386.8,25.877,12.622,17.953,7545.2,7968.53,7777.31,7835.68
1471262400,2503.64,24.311,5.07,2314.28,25.418,3.567,2357.14,1.386,-1.438,2388.07,25.827,12.77,17.725,7545.44,7969.56,7777.77,7836.37
1471219200,2506.21,24.269,5.27,2316.58,25.382,3.734,2347.03,28.536,-2.478,2369.08,26.607,10.56,17.369,7547.46,7969.31,7777.86,7837.85
1471176000,2507.33,24.227,5.356,2317.53,25.351,3.803,2336.54,28.866,-3.278,2367.05,26.691,10.323,17.029,7549.67,7970.34,7778.31,7838.81
1471132800,2506.93,24.192,5.325,2317.02,25.325,3.766,2342.86,28.613,-2.795,2368.38,26.638,10.478,16.782,7552.48,7970.23,7778.25,7839.01
1471089600,2506.57,24.166,5.296,2316.6,25.308,3.735,2342.82,28.548,-2.798,2372.6,26.474,10.969,16.485,7554.72,7970.97,7778.97,7839.75
1471046400,2505.85,24.145,5.239,2315.79,25.296,3.676,2352.68,28.186,-2.045,2374,26.418,11.132,16.246,7556.41,7970.56,7778.72,7839.96
1471003200,2505.66,24.133,5.224,2315.53,25.293,3.657,2350.6,28.219,-2.203,2378.07,26.246,11.606,15.938,7557.52,7971.4,7779.44,7840.8
1470960000,2504.81,24.128,5.158,2314.63,25.295,3.591,2358.63,27.927,-1.59,2379.54,26.2,11.777,15.719,7557.53,7970.47,7779.18,7840.45
1470916800,2504.33,24.128,5.121,2314.16,25.307,3.557,2357.95,27.93,-1.642,2383.24,26.053,12.208,15.464,7557.21,7970.94,7779.74,7840.92
1470873600,2503.37,24.159,5.046,2313.33,25.324,3.496,2366.38,27.64,-0.998,2385.99,25.955,12.528,15.285,7555.43,7970.05,7779.41,7840.49
1470830400,2503,24.177,5.018,2313.17,25.337,3.485,2369.02,27.567,-0.797,2389.12,25.822,12.892,15.061,7554.28,7970.48,7780.2,7841.01
1470787200,2503.18,24.187,5.032,2313.48,25.344,3.507,2369.73,27.589,-0.743,2389.68,25.811,12.958,14.887,7552.79,7970.31,7780.05,7840.67
1470744000,2504.04,24.192,5.099,2314.42,25.346,3.576,2361.17,27.91,-1.397,2389.06,25.824,12.885,14.616,7552.79,7971.65,7780.94,7841.48
1470700800,2504.31,24.188,5.12,2314.8,25.346,3.604,2358.72,28.017,-1.584,2397.99,25.478,13.925,14.484,7551.69,7972.72,7781.12,7841.12
1470657600,2504.92,24.185,5.168,2315.52,25.342,3.656,2355.48,28.155,-1.832,2391.64,25.727,13.186,14.155,7551.96,7973,7781.74,7842.18
1470614400,2504.99,24.184,5.173,2315.79,25.338,3.676,2354.61,28.196,-1.898,2394.87,25.618,13.562,14.007,7551.47,7973.56,7781.56,7841.79
1470571200,2505.7,24.178,5.228,2316.6,25.33,3.735,2354.38,28.238,-1.916,2383.77,26.038,12.27,13.647,7552.44,7973.32,7781.88,7842.96
1470528000,2506.17,24.167,5.265,2317.14,25.32,3.774,2351.65,28.354,-2.125,2379,26.22,11.714,13.319,7552.78,7973.73,7782.53,7844.07
1470484800,2506.47,24.159,5.288,2317.61,25.309,3.809,2348.95,28.445,-2.331,2381.2,26.127,11.97,13.008,7552.89,7974.82,7783.58,7845.05
1470441600,2506.8,24.144,5.313,2318.1,25.293,3.844,2351.91,28.379,-2.105,2382.36,26.091,12.106,12.817,7552.29,7974.73,7783.67,7845.17
1470398400,2507.88,24.128,5.397,2319.31,25.275,3.932,2343.4,28.68,-2.755,2378.61,26.238,11.669,12.514,7552.9,7975.87,7784.44,7846.18
1470355200,2507.95,24.111,5.403,2319.59,25.253,3.953,2349.39,28.489,-2.298,2378.83,26.226,11.695,12.317,7552.66,7976.12,7784.57,7846.91
1470312000,2509.25,24.081,5.503,2321.07,25.224,4.06,2341.77,28.77,-2.88,2381.63,26.12,12.021,12.091,7552.63,7977.79,7785.43,7848.03
1470268800,2510.44,24.055,5.596,2322.45,25.187,4.161,2343.05,28.754,-2.782,2376.25,26.338,11.394,11.878,7553.25,7978.04,7785.74,7848.85
1470225600,2512.31,24.015,5.741,2324.45,25.144,4.306,2335.37,29.036,-3.369,2367.7,26.651,10.399,11.497,7554.47,7979.05,7786.98,7850.87
1470182400,2512.99,23.973,5.793,2325.3,25.098,4.368,2336.29,29.001,-3.299,2367.03,26.678,10.321,11.244,7555.44,7979.47,7787.34,7851.64
1470139200,2513.95,23.927,5.867,2326.44,25.046,4.45,2333.13,29.091,-3.54,2368.25,26.611,10.463,10.913,7557.55,7981.01,7788.54,7853.37
1470096000,2514.96,23.872,5.945,2327.6,24.987,4.535,2335.12,29.028,-3.388,2371.95,26.483,10.893,10.721,7558.76,7981.97,7788.88,7853.83
1470052800,2516.88,23.814,6.093,2329.6,24.922,4.68,2326.46,29.311,-4.049,2368.18,26.587,10.454,10.392,7560.57,7983.77,7790.14,7856
1470009600,2517.71,23.745,6.156,2330.61,24.849,4.753,2333.84,29.035,-3.485,2372.95,26.393,11.009,10.309,7561.76,7984.35,7790.48,7856.7
1469966400,2520.26,23.665,6.354,2333.14,24.766,4.937,2324.11,29.359,-4.228,2363.17,26.778,9.871,10.055,7564.89,7985.96,7791.73,7859.25
1469923200,2521.33,23.578,6.436,2334.22,24.679,5.015,2324.9,29.293,-4.167,2378.33,26.186,11.635,10.168,7566.74,7987.86,7792.02,7859.39
1469880000,2522.88,23.484,6.554,2335.73,24.591,5.124,2318.61,29.441,-4.647,2366.17,26.689,10.221,9.922,7572.03,7989.25,7793.13,7861.79
1469836800,2523.58,23.396,6.607,2336.3,24.509,5.165,2319.27,29.354,-4.596,2361.75,26.88,9.706,9.894,7576.25,7989.56,7793.42,7862.67
1469793600,2523.16,23.32,6.573,2335.89,24.438,5.134,2321.44,29.16,-4.429,2374.03,26.514,11.138,9.884,7580.42,7991.57,7794.48,7864.18
1469750400,2522.32,23.253,6.506,2335.01,24.37,5.069,2334.7,28.629,-3.416,2387.75,26.072,12.735,10,7583.61,7992.66,7795.09,7864.78
1469707200,2522.45,23.177,6.515,2335.32,24.302,5.091,2336.69,28.496,-3.264,2390.64,26.048,13.074,9.799,7587.54,7993.76,7796.44,7866.29
1469664000,2522.88,23.123,6.547,2335.93,24.228,5.135,2342.22,28.266,-2.841,2402.74,25.566,14.482,10.017,7590.4,7994.98,7796.79,7866.45
1469620800,2524.55,23.039,6.676,2337.66,24.146,5.261,2336.67,28.427,-3.264,2402.66,25.591,14.473,9.972,7594.34,7995.82,7798,7868.02
1469577600,2525.82,22.952,6.774,2338.97,24.062,5.355,2335.5,28.409,-3.353,2401.87,25.617,14.381,9.999,7598.33,7996.77,7798.39,7868.86
1469534400,2526.75,22.864,6.844,2339.91,23.978,5.423,2334.9,28.356,-3.398,2402.16,25.65,14.415,9.894,7602.89,7998.24,7799.02,7870.58
1469491200,2527.22,22.775,6.879,2340.41,23.893,5.459,2342.08,28.05,-2.849,2413.44,25.22,15.729,9.983,7607.02,7999.37,7799.23,7870.95
1469448000,2528.57,22.682,6.983,2341.62,23.809,5.546,2338.66,28.093,-3.109,2407.36,25.526,15.022,9.718,7612.94,8001.24,7800.57,7873.21
1469404800,2529,22.597,7.014,2341.92,23.733,5.567,2346.37,27.751,-2.52,2409.52,25.297,15.271,9.788,7618.29,8001.62,7800.5,7873.75
1469361600,2529.78,22.512,7.073,2342.52,23.66,5.61,2348.32,27.614,-2.37,2406.69,25.466,14.942,9.61,7624.53,8002.13,7800.84,7874.96
1469318400,2529.97,22.43,7.086,2342.48,23.593,5.607,2352.9,27.374,-2.02,2416.17,25.193,16.048,9.508,7629.87,8003.13,7800.93,7874.99
1469275200,2530.25,22.357,7.107,2342.48,23.536,5.606,2352.75,27.291,-2.031,2424.39,24.983,17.006,9.273,7635.46,8004.56,7801.68,7875.79
1469232000,2529.35,22.301,7.035,2341.26,23.494,5.516,2364.41,26.805,-1.14,2435.26,24.675,18.273,9.145,7639.03,8004.54,7801.62,7875.6
1469188800,2528.61,22.262,6.977,2340.27,23.468,5.444,2368.45,26.585,-0.83,2444.67,24.425,19.371,8.845,7641.05,8005.1,7801.95,7876.02
1469145600,2526.73,22.242,6.83,2338.2,23.456,5.293,2384.49,25.974,0.395,2456.67,24.044,20.769,8.605,7641.05,8004.49,7801.74,7875.35
1469102400,2525.76,22.236,6.754,2337.19,23.456,5.219,2385.37,25.901,0.463,2461.59,23.875,21.342,8.172,7639.46,8005.41,7802.3,7875.67
1469059200,2524.1,22.241,6.625,2335.56,23.461,5.1,2402.07,25.321,1.737,2470.9,23.541,22.427,7.761,7635.59,8005.01,7801.9,7875.22
1469016000,2524.24,22.247,6.636,2335.77,23.468,5.116,2398.84,25.449,1.491,2473.34,23.491,22.711,7.109,7632.67,8006.48,7802.69,7876.35
1468972800,2524.06,22.251,6.622,2335.64,23.471,5.106,2405.51,25.257,1.999,2475.18,23.357,22.924,6.564,7630.42,8006.78,7803.4,7877.03
1468929600,2525.17,22.24,6.708,2336.66,23.467,5.181,2401.49,25.442,1.692,2467.34,23.682,22.013,6.187,7628.97,8005.94,7803.88,7877.66
1468886400,2526.01,22.235,6.774,2337.65,23.46,5.253,2396.37,25.611,1.302,2465.27,23.749,21.771,6.022,7630.14,8006.62,7804.22,7877.81
1468843200,2526.42,22.224,6.806,2338.12,23.455,5.287,2392.31,25.748,0.991,2463.22,23.843,21.532,5.813,7630.47,8006.87,7804.41,7878.06
1468800000,2526.52,22.214,6.813,2338.22,23.449,5.294,2393.17,25.726,1.057,2462,23.887,21.391,5.648,7630.18,8006.41,7804.23,7877.84
1468756800,2526.64,22.209,6.823,2338.36,23.445,5.304,2389.61,25.841,0.785,2463.63,23.837,21.58,5.437,7630.41,8007.27,7804.74,7878.31
1468713600,2526.08,22.212,6.779,2337.84,23.451,5.267,2394.14,25.682,1.131,2463.66,23.844,21.584,5.27,7629.97,8007.2,7804.85,7878.67
1468670400,2525.62,22.221,6.743,2337.6,23.457,5.249,2395.8,25.616,1.258,2470.47,23.583,22.377,5.106,7629.29,8008.58,7805.7,7879.51
1468627200,2525.52,22.224,6.735,2337.81,23.454,5.265,2402.17,25.435,1.744,2475.24,23.387,22.931,5.025,7628.38,8009.27,7806.34,7879.95
1468584000,2527.07,22.207,6.856,2339.79,23.438,5.409,2397.15,25.653,1.36,2462.72,23.844,21.474,4.77,7628.5,8009.24,7806.49,7880.85
1468540800,2529.12,22.17,7.015,2342,23.404,5.57,2387.49,26.04,0.622,2459.54,23.975,21.104,4.629,7629.29,8010.34,7807.07,7881.46
1468497600,2530.8,22.119,7.145,2343.65,23.363,5.69,2376.58,26.409,-0.211,2456.08,24.09,20.701,4.47,7631.66,8011.51,7807.7,7882.27
1468454400,2531.52,22.077,7.201,2344.3,23.326,5.737,2373.1,26.506,-0.476,2451.29,24.284,20.143,4.353,7634.24,8011.73,7807.92,7882.88
1468411200,2531.31,22.038,7.183,2344.06,23.292,5.719,2377.29,26.309,-0.156,2454.84,24.179,20.557,4.279,7636.63,8012.26,7808.22,7883.42
1468368000,2531.39,22.004,7.188,2344.02,23.261,5.716,2379.97,26.195,0.049,2458.65,24.056,21.001,4.29,7638.31,8012.73,7808.2,7883.32
1468324800,2531.52,21.974,7.198,2344.07,23.237,5.719,2378.35,26.206,-0.074,2455.91,24.229,20.683,4.025,7641.01,8013.97,7809.13,7885.27
1468281600,2530.82,21.953,7.143,2343.35,23.221,5.667,2386.28,25.901,0.532,2461.49,23.905,21.331,3.994,7642.2,8014.28,7809.68,7885.9
1468238400,2530.5,21.94,7.118,2343.04,23.211,5.644,2388.35,25.803,0.69,2463.06,23.837,21.514,3.79,7642.55,8014.7,7810.3,7886.72
1468195200,2529.97,21.936,7.077,2342.54,23.206,5.608,2394.17,25.59,1.134,2464.06,23.793,21.63,3.683,7641.48,8014.12,7810.29,7886.71
1468152000,2529.93,21.935,7.073,2342.7,23.2,5.619,2394.64,25.57,1.17,2465.96,23.712,21.851,3.477,7640.71,8014.87,7810.87,7887.61
1468108800,2530.08,21.926,7.085,2343.04,23.186,5.643,2400.87,25.387,1.645,2466.58,23.68,21.924,3.322,7639.48,8014.51,7810.92,7887.8
1468065600,2531.64,21.903,7.206,2344.67,23.164,5.763,2392.91,25.695,1.037,2465.11,23.725,21.751,3.125,7639.32,8015.87,7811.66,7888.77
1468022400,2532.6,21.876,7.28,2345.67,23.14,5.835,2386.1,25.934,0.518,2461.04,23.897,21.278,2.912,7640.08,8016.71,7812.23,7889.64
1467979200,2532.79,21.851,7.295,2345.97,23.115,5.857,2385.65,25.929,0.484,2460.21,23.94,21.181,2.623,7641.58,8017.72,7813.18,7891.08
1467936000,2533.1,21.825,7.318,2346.34,23.09,5.883,2386.36,25.905,0.538,2460.29,23.912,21.191,2.439,7641.39,8017.64,7813.28,7891.17
1467892800,2533.41,21.792,7.342,2346.78,23.062,5.915,2384.91,25.935,0.427,2462.17,23.845,21.41,2.185,7642.3,8018.74,7814.23,7892.23
1467849600,2534.09,21.774,7.395,2347.42,23.033,5.962,2385.09,25.935,0.441,2461.88,23.851,21.376,1.998,7642.52,8018.92,7814.31,7892.42
1467806400,2534.59,21.742,7.433,2348.01,23.002,6.004,2381.92,26.023,0.199,2465.9,23.728,21.845,1.738,7643.56,8020.37,7815.18,7893.52
1467763200,2535.03,21.708,7.467,2348.45,22.968,6.036,2385.06,25.918,0.439,2460.55,23.84,21.22,1.589,7644.34,8019.58,7814.9,7893.62
1467720000,2535.72,21.673,7.52,2349.15,22.936,6.087,2379.08,26.098,-0.017,2460.5,23.841,21.215,1.357,7646.02,8021.06,7815.82,7894.83
1467676800,2535.54,21.641,7.505,2349.02,22.906,6.077,2383.79,25.917,0.343,2464.45,23.68,21.674,1.226,7646.91,8021.15,7815.6,7894.79
1467633600,2535.82,21.609,7.527,2349.37,22.875,6.102,2383.39,25.911,0.312,2465.18,23.655,21.759,0.935,7649.36,8022.55,7816.51,7896.22
1467590400,2536.15,21.576,7.552,2349.71,22.846,6.127,2384.13,25.879,0.369,2463.06,23.697,21.512,0.633,7651.3,8023.03,7817.02,7897.03
1467547200,2536.36,21.547,7.567,2349.98,22.819,6.147,2383.14,25.89,0.293,2463.52,23.686,21.565,0.241,7653.25,8024.1,7817.97,7898.29
1467504000,2536.33,21.512,7.564,2349.99,22.791,6.147,2387.49,25.737,0.625,2464.56,23.637,21.686,-0.06,7654.08,8024.21,7818.22,7898.62
1467374400,2537.13,21.441,7.625,2351.16,22.705,6.232,2387.84,25.708,0.652,2466.96,23.545,21.966,-1.109,7655.68,8027.28,7820.35,7901.78
1467331200,2537.76,21.401,7.674,2351.95,22.672,6.289,2391.63,25.608,0.941,2464.19,23.599,21.643,-1.448,7656.12,8027.92,7820.86,7902.94
1467288000,2539.19,21.337,7.784,2353.51,22.63,6.403,2386.55,25.799,0.553,2460.63,23.73,21.227,-1.925,7656.18,8029.36,7821.96,7904.65
1467244800,2540.66,22.028,7.913,2355.07,22.584,6.515,2381.03,26.013,0.131,2458.2,23.825,20.945,-2.333,7655.35,8030.26,7822.4,7905.33
1467201600,2541.55,21.987,7.981,2356.12,22.532,6.592,2377.71,26.111,-0.122,2457.73,23.864,20.891,-2.905,7655.29,8031.96,7823.58,7907.25
1467158400,2542.45,21.929,8.05,2357.09,22.475,6.662,2380.78,26.014,0.113,2460.1,23.718,21.166,-3.286,7655.56,8032.42,7823.88,7907.39
1467115200,2543.75,21.913,8.151,2358.6,22.415,6.772,2371.31,26.312,-0.61,2458.93,23.761,21.03,-3.918,7657.86,8034.82,7825.21,7909.26
1467072000,2544.03,21.853,8.172,2358.9,22.356,6.793,2376.79,26.099,-0.192,2460.47,23.688,21.208,-4.4,7658.82,8035.25,7825.56,7909.86
1467028800,2544.59,21.798,8.214,2359.55,22.3,6.84,2370.41,26.262,-0.678,2460.1,23.735,21.165,-5.002,7661.06,8037.38,7826.99,7911.96
1466985600,2544.29,21.748,8.19,2359.38,22.247,6.827,2379.71,25.907,0.032,2462,23.614,21.387,-5.232,7661.92,8037.81,7827.47,7912.36
1466942400,2544.74,21.695,8.224,2360.05,22.188,6.875,2380.68,25.836,0.106,2463.9,23.582,21.608,-5.577,7663.15,8039.14,7828.75,7914.16
1466899200,2545.76,21.638,8.302,2361.14,22.128,6.954,2381.52,25.81,0.171,2474.18,23.078,22.804,-5.294,7663.08,8040.49,7829.17,7913.87
1466856000,2546.91,21.118,8.382,2362.44,22.069,7.049,2374.72,25.999,-0.348,2472.51,23.163,22.609,-5.057,7664.42,8042.36,7830.34,7915.59
1466812800,2547.18,21.53,8.411,2362.94,22.006,7.084,2381.9,25.733,0.2,2473.49,23.086,22.723,-4.729,7664.6,8042.7,7830.52,7915.92
1466769600,2548.17,21.47,8.487,2364.28,21.933,7.182,2379.18,25.792,-0.007,2474.07,23.031,22.789,-4.967,7666.28,8044.92,7831.82,7917.88
1466726400,2549.54,21.389,8.592,2365.96,21.842,7.303,2385.55,25.581,0.479,2475.22,22.969,22.923,-4.844,7667.58,8046.07,7832.26,7918.68
1466683200,2552.96,21.279,8.857,2369.43,21.732,7.555,2370.71,26.098,-0.654,2470.59,23.113,22.384,-4.916,7670.32,8048.85,7833.2,7920.08
1466640000,2555.55,21.159,9.056,2371.96,21.621,7.739,2355.34,26.576,-1.827,2451.72,23.812,20.187,-5.536,7677.32,8050.62,7834.64,7923.05
1466596800,2555.07,21.053,9.017,2371.69,21.518,7.718,2355.8,26.409,-1.79,2462.36,23.517,21.427,-5.697,7683.35,8052.45,7835.99,7924.42
1466553600,2554.88,20.947,9,2371.39,21.417,7.696,2371.84,25.786,-0.565,2473.78,23.14,22.758,-5.437,7687.63,8053.55,7836.3,7924.9
1466510400,2556.65,20.838,9.136,2373.05,21.314,7.816,2368.36,25.841,-0.83,2472.92,23.177,22.658,-5.653,7692.34,8055.47,7837.49,7926.59
1466467200,2557.02,20.732,9.162,2373.38,21.215,7.838,2372,25.635,-0.551,2476.82,23.108,23.113,-5.653,7697.61,8056.68,7838.13,7927.66
1466424000,2557,20.634,9.159,2373.36,21.123,7.836,2373.18,25.486,-0.46,2486.36,22.917,24.226,-6.097,7703.42,8058.62,7839.65,7929.78
1466380800,2557.02,20.543,9.159,2373.34,21.037,7.834,2383.58,25.054,0.335,2494.92,22.596,25.223,-5.741,7706.42,8059.41,7840.12,7930.09
1466337600,2557.37,20.456,9.184,2373.82,20.952,7.868,2386.21,24.883,0.536,2500.38,22.482,25.859,-5.974,7710.1,8061.17,7841.38,7931.99
1466294400,2558.05,20.367,9.235,2374.48,20.865,7.915,2394.7,24.557,1.185,2505.22,22.28,26.423,-5.511,7712.32,8061.78,7841.37,7932.09
